title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm,description_ari,description_word_count,description_character_count,title_ari,title_word_count,title_character_count,description_sentiment,title_sentiment,top_one_genre
Sun Dogs,MOVIE,A man eager to serve his country but rejected by the Marines pairs up with a young runaway to form an unlikely team on a misguided adventure.,2017,,93,"['comedy', 'drama', 'fantasy']","['MX', 'US']",,6.2,2322,8.516,7.119999999999999,"['comedy', 'drama']",3.0,2.0,6.66,-0.919999999999999,0.7439115187514391,0.8381179127287317,0.7460319351907027,12.1,28,141,-4.0,2,8,-0.354654673486948,0.16035499796271324,comedy
Derren Brown: Miracle,MOVIE,"Illusionist Derren Brown reinvents the concept of ""faith healing"" through a series of stunts that debunk the confines of fear, pain and disbelief.",2018,,73,['documentation'],['GB'],,6.5,1037,3.916,6.9399999999999995,['documentation'],1.0,1.0,6.72,-0.4399999999999995,0.8829181764295086,0.9307862760908432,0.5013732897417488,15.5,27,146,9.9,4,21,-0.23298531025648117,0.09401177614927292,documentation
Manto,MOVIE,"In Bombay's seedy-shiny film world, Manto and his stories are widely read and accepted. But as sectarian violence engulfs the nation, Manto makes the difficult choice of leaving his beloved Bombay. In Lahore, he finds himself bereft of friends and unable to find takers for his writings.",2018,,113,"['drama', 'history']",['IN'],,7.3,4248,2.915,7.839999999999999,"['drama', 'history']",2.0,1.0,7.569999999999999,-0.5399999999999991,0.8834498622249144,0.9216856422869464,0.8229586826538074,10.6,54,287,2.6,1,5,-0.6837709192186594,0.010260000824928284,drama
Little Boxes,MOVIE,"It's the summer before 6th grade, and Clark is the new-in-town biracial kid in a sea of white. Discovering that to be cool he needs to act 'more black,' he fumbles to meet expectations, while his urban intellectual parents Mack and Gina also strive to adjust to small-town living. Equipped for the many inherent challenges of New York, the tight-knit family are ill prepared for the drastically different set of obstacles that their new community presents, and soon find themselves struggling to understand themselves and each other in this new suburban context.",2017,,84,"['comedy', 'drama']",['US'],,5.9,1986,4.223,6.67,"['comedy', 'drama']",2.0,1.0,6.285,-0.7699999999999996,0.676586758987894,0.5545224005796812,0.7460319364828595,18.0,102,562,5.5,2,12,-0.5021080784499645,0.02537749707698822,comedy
Move,SHOW,"The series is called MOVE and each episode brings us inside the life of a Canadian living with mental illness who has found a positive way to ""self-medicate"" through the discovery of exercise and human movement.",2018,TV-MA,48,['documentation'],['US'],1,7.4,116,2.664,7.3,['documentation'],1.0,1.0,7.35,0.10000000000000053,0.8829181764295086,0.5545224005796812,0.9073848788701363,19.6,39,211,-2.2,1,4,0.722889251075685,0.05862855911254883,documentation
Raising the Bar,MOVIE,"16-year-old Kelly quits an elite gymnastics program and moves to Australia. To help out a new friend and show up an old rival she re-enters competitive gymnastics, she'll have to find a way to move forward while making amends with her past.",2017,PG,93,"['documentation', 'drama', 'family', 'sport']",['AU'],,5.5,1555,7.148,6.85,"['drama', 'family']",4.0,1.0,6.175,-1.3499999999999996,0.837381727970741,0.9838745166246264,0.5541555502014339,11.4,46,240,0.5,3,15,0.1847669668495655,0.1845262311398983,documentation
Hymn of Death,SHOW,"Based on a true story, the drama tells the tragic love story of Kim Woo Jin, a married stage drama writer, and Yun Shim Duk, Korea's first professional soprano, who meet while studying at Tokyo University in the 1920s. Yun Shim Duk's recording of ""Death Song"" became the first Korean pop song in 1926.",2018,,45,"['drama', 'history', 'music', 'romance']",['KR'],1,7.6,1209,12.956,8.56,"['drama', 'history']",4.0,1.0,8.08,-0.9600000000000009,0.8538613151048027,0.9686905083549058,0.6759702665689573,13.7,65,301,-2.7,3,13,0.05057669058442116,-0.2813026085495949,drama
Bomb Scared,MOVIE,"Somewhere in Spain, four ETA terrorists await a phone call before carrying out a mission, while the 2010 FIFA World Cup, where Spanish soccer team is one of the favorites to win, is being held in South Africa.",2017,,89,"['comedy', 'european']",['ES'],,5.6,2871,5.399,5.86,"['comedy', 'european']",2.0,1.0,5.73,-0.2600000000000007,0.8444160766147387,0.9738945956460092,0.6121902520176514,18.9,43,209,3.1,2,11,-0.30408288165926933,-0.5822244267910719,comedy
Terrace House: Opening New Doors,SHOW,"The bright young people of Terrace House return to Japan, where they live together and face new relationship challenges.",2017,,39,"['drama', 'reality']",['JP'],6,7.8,968,6.828,8.2,"['drama', 'reality']",2.0,1.0,8.0,-0.39999999999999947,0.8691601787295296,0.9276483709208561,0.19898672474767753,13.4,21,120,7.4,6,32,0.8149549411609769,0.04685801453888416,drama
Undercover Law,SHOW,An action-packed series about several Colombian women who work as intelligence agents. They investigate the perilous criminal activities of drug lords while maintaining their lives outside of work. Undercover Law is based on a true story.,2018,,54,"['action', 'drama']",['CO'],1,7.2,215,2.132,9.1,"['action', 'drama']",2.0,1.0,8.15,-1.8999999999999995,0.7871527720676007,0.9937356780162604,0.6759702649324945,11.1,39,238,10.2,2,14,0.08293221518397331,-0.14449583366513252,action
Baazaar,MOVIE,"After moving to Mumbai, an ambitious young man becomes the stock trader for a notorious businessman.",2018,,140,"['crime', 'drama', 'thriller']",['IN'],,6.5,5590,2.491,6.76,"['crime', 'drama']",3.0,1.0,6.63,-0.2599999999999998,0.7679725144819248,0.9216856422869464,0.7460319337636026,11.6,18,100,12.0,1,7,0.07064526900649071,-0.021915197372436523,crime
Ittefaq,MOVIE,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.",2017,PG,107,"['crime', 'thriller']",['IN'],,7.2,12262,6.265,7.3,"['crime', 'thriller']",2.0,1.0,7.25,-0.09999999999999964,0.8488702049985105,0.9216856422869464,0.6759702663196159,17.1,71,372,12.0,1,7,-0.2965104579925537,-0.08784784376621246,crime
Myths & Monsters,SHOW,This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them.,2017,TV-PG,43,"['documentation', 'european', 'fantasy']",['GB'],1,7.7,841,1.804,7.660000000000001,"['documentation', 'fantasy']",3.0,1.0,7.680000000000001,0.03999999999999915,0.8669155124669968,0.9307862760908432,0.5541555508195821,18.2,22,150,12.5,3,16,0.8171096895821393,-0.34689775854349136,documentation
Giant,MOVIE,"Having fought in the First Carlist War, Martin returns to his family farm in Gipuzkoa only to find that his younger brother, Joaquín, towers over him in height. Convinced that everyone will want to pay to see the tallest man on Earth, the siblings set out on a long trip all over Europe, during which ambition, money and fame will forever change the family’s fate. A story based on true events.",2017,PG-13,114,"['drama', 'european', 'history']",['ES'],,6.6,4302,12.248,6.9399999999999995,"['drama', 'history']",3.0,1.0,6.77,-0.33999999999999986,0.8749699086310874,0.9738945956460092,0.8229586845143232,11.9,82,394,2.6,1,5,0.31911052018404007,0.007921293377876282,drama
Chris Rock: Tamborine,MOVIE,"Chris Rock takes the stage for his first comedy special in 10 years, filled with searing observations on fatherhood, infidelity and American politics.",2018,,64,"['comedy', 'documentation']",['US'],,6.6,6982,7.743,6.85,"['comedy', 'documentation']",2.0,1.0,6.725,-0.25,0.7773926129874297,0.5545224005796812,0.33425294927505494,16.3,26,150,9.9,4,21,0.3276775795966387,0.05234243720769882,comedy
72 Dangerous Animals: Latin America,SHOW,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",2017,,43,['documentation'],"['AU', 'US']",1,6.6,581,8.653,6.9399999999999995,['documentation'],1.0,2.0,6.77,-0.33999999999999986,0.8829181764295086,0.842084279138372,0.3701963067356824,19.2,23,149,10.3,6,35,-0.44118253886699677,-0.24673574604094028,documentation
Take Me,MOVIE,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,2017,,83,"['comedy', 'crime', 'thriller']",['US'],,6.1,5970,8.222,6.22,"['comedy', 'crime']",3.0,1.0,6.16,-0.1200000000000001,0.7634292786443703,0.5545224005796812,0.8229586835621426,8.4,45,240,-6.4,2,7,-0.028374165296554565,0.07382095605134964,comedy
Ee Nagaraniki Emaindi,MOVIE,"Four friends, with a bittersweet history, get drunk and embark on a journey to Goa. On the trip, they lose an expensive ring which threatens to derail one of their engagement. They end up confronting one another and their own fears, as they enroll in a short film making competition in Goa to try and win the prize money for the ring.",2018,,120,"['comedy', 'drama']",['IN'],,7.9,2879,2.062,7.3,"['comedy', 'drama']",2.0,1.0,7.6,0.6000000000000005,0.676586758987894,0.9216856422869464,0.2720671060118024,9.6,69,334,9.9,3,21,-0.5093829780817032,-0.0333147868514061,comedy
Patton Oswalt: Annihilation,MOVIE,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world.",2017,,66,"['comedy', 'documentation']",['US'],,7.2,2377,4.314,7.39,"['comedy', 'documentation']",2.0,1.0,7.295,-0.1899999999999995,0.7773926129874297,0.5545224005796812,0.3016412627366031,10.8,43,220,19.3,4,27,0.8010455789044499,-0.08120733872056007,comedy
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,"After speaking at the Wakanda Embassy, Black Panther fights Thanos and fends him off with the help of fellow Avengers Captain America, Thor, Iron Man, Hulk, and Black Widow. After regaining conscious, Thanos is approached by Erik Killmonger and Ulysses Klaue in a plot where they will obtain the Vibranium in Wakanda to empower Thanos. When Black Panther discovers this plot, he must work with Shuri, Okoye, and the Avengers to defeat them.",2018,,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi']",['US'],,5.6,572,10.798,7.03,"['animation', 'fantasy']",5.0,1.0,6.3149999999999995,-1.4300000000000006,0.7838819439900546,0.5545224005796812,0.05405545649575791,14.5,85,440,9.8,11,60,-0.010844811797142029,0.04899197444319725,action
Rory Scovel Tries Stand-Up for the First Time,MOVIE,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",2017,,66,"['comedy', 'documentation']",['US'],,6.7,831,1.571,7.660000000000001,"['comedy', 'documentation']",2.0,1.0,7.180000000000001,-0.9600000000000009,0.7773926129874297,0.5545224005796812,0.06758164142877135,16.5,28,151,4.9,8,45,0.008345834910869598,0.0192317683249712,comedy
Revenger,MOVIE,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",2018,NC-17,102,"['action', 'crime', 'thriller']",['KR'],,5.7,4311,18.767,5.77,"['action', 'crime']",3.0,1.0,5.734999999999999,-0.0699999999999994,0.817256892206314,0.9686905083549058,0.907384877584192,15.0,27,151,16.8,1,8,-0.6636714786291122,0.0035498738288879395,action
The Crossing,MOVIE,Three Palestinian siblings eagerly attempt to visit their bedridden grandfather who resides on the other side of the separation wall.,2017,,10,['documentation'],['PS'],,7.5,,0.6,6.4,['documentation'],1.0,1.0,6.95,1.0999999999999996,0.8829181764295086,0.9981372977519195,0.6759702650165451,15.4,21,133,5.5,2,12,0.376461885869503,0.0720711201429367,documentation
Coin Heist,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,PG,97,"['crime', 'drama', 'family', 'romance', 'thriller']",['US'],,4.7,2743,9.366,5.86,"['crime', 'family']",5.0,1.0,5.28,-1.1600000000000001,0.7468903957651482,0.5545224005796812,0.6759702642536602,6.8,31,145,0.8,2,10,-0.5255812276154757,-0.15280329436063766,crime
Bitter Daisies,SHOW,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",2018,,70,"['drama', 'thriller']",['ES'],2,7.2,3274,11.931,7.39,"['drama', 'thriller']",2.0,1.0,7.295,-0.1899999999999995,0.7739429126779911,0.9738945956460092,0.6121902526274445,14.4,28,151,10.2,2,14,-0.3488564398139715,-0.6720397900789976,drama
LEGO Friends: Girls on a Mission,SHOW,"Meet Andrea, Mia, Emma, Olivia and Stephanie. They're five best friends. And they're on a heroic mission: to save Heartlake City from wily swindlers.",2018,TV-Y,11,['animation'],"['DK', 'US']",4,6.2,111,13.282,7.93,['animation'],1.0,2.0,7.0649999999999995,-1.7299999999999995,0.9250156890938471,0.8735985831157064,0.14481099096427952,7.3,33,149,2.8,7,32,0.8681328322272748,0.07828572392463684,animation
Joy,MOVIE,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",2018,,99,"['drama', 'european']",['AT'],,6.6,1304,2.421,6.49,"['drama', 'european']",2.0,1.0,6.545,0.10999999999999943,0.8512384216539122,0.9981939892517155,0.8229586842322345,13.7,30,150,-6.9,1,3,-0.06342502683401108,0.4764981158077717,drama
Hakkunde,MOVIE,"A long-time unemployed graduate, faced with life's pressures decides to relocate to Kaduna from Lagos when an opportunity presents itself against his sister's wishes. His expectations is however cut short and Akande must make a decision to either learn to survive or return back to failure.",2017,,92,"['comedy', 'drama']",['NG'],,6.4,49,1.742,,"['comedy', 'drama']",2.0,1.0,6.4,,0.676586758987894,0.9918591228630684,0.6759702651707313,15.2,51,290,16.8,1,8,-0.6162854470312595,-0.01205463707447052,comedy
Jagga Jasoos,MOVIE,A gifted teenage detective searches for his missing father with his ladylove assistant.,2017,PG,180,"['action', 'comedy', 'romance', 'thriller']",['IN'],,6.3,10283,6.005,6.4,"['comedy', 'thriller']",4.0,1.0,6.35,-0.10000000000000053,0.7344539720466218,0.9216856422869464,0.6121902528043531,12.2,14,87,5.5,2,12,0.035384029150009155,0.009782075881958008,action
The Joel McHale Show with Joel McHale,SHOW,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018,TV-MA,25,['comedy'],['US'],2,7.1,2396,6.858,6.76,['comedy'],1.0,1.0,6.93,0.33999999999999986,0.7743576575786824,0.5545224005796812,0.10483982410629451,15.4,25,133,2.9,7,37,0.49024956789799035,0.07981347106397152,comedy
