title,release_year,age_certification,runtime,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,top_genres,average_score
Reservation Dogs,2021,TV-MA,27,['US'],1.0,8.0,10363.0,18.075,"['comedy', 'crime']",8.280000000000001
Law & Order: Organized Crime,2021,TV-14,41,['US'],2.0,,,60.385,['drama'],8.739999999999998
Nine Perfect Strangers,2021,TV-MA,49,['US'],1.0,7.0,45758.0,62.415,"['drama', 'thriller']",7.33
Welcome to Flatch,2022,TV-14,22,['US'],1.0,6.0,967.0,26.254,['comedy'],6.2
Call Me Kat,2021,TV-PG,21,['US'],2.0,5.0,5684.0,14.838,['comedy'],5.925
Man in the Arena: Tom Brady,2021,,51,['US'],1.0,,,6.55,['documentation'],7.57
The Cleaning Lady,2022,TV-14,43,['US'],1.0,7.0,5202.0,11.899,"['crime', 'drama']",7.6
How I Met Your Father,2022,TV-14,26,['US'],1.0,5.3,11797.0,159.59,"['comedy', 'drama']",6.615
The Wonder Years,2021,TV-PG,21,['US'],1.0,5.9,3541.0,16.527,"['comedy', 'drama']",6.645
Single Drunk Female,2022,TV-14,21,['US'],2.0,6.6,2425.0,24.965,"['comedy', 'drama']",6.904999999999999
Cruel Summer,2021,TV-14,42,['US'],1.0,7.4,13094.0,23.3,"['drama', 'thriller']",7.665
Pivoting,2022,TV-14,21,['US'],1.0,6.6,2334.0,5.879,['comedy'],6.994999999999999
La Brea,2021,TV-14,43,['US'],2.0,5.6,8856.0,190.038,"['drama', 'scifi']",6.539999999999999
Love Me,2021,,43,['AU'],1.0,,,10.126,['drama'],7.93
Home Economics,2021,TV-PG,21,['US'],2.0,6.6,3168.0,10.959,['comedy'],7.039999999999999
Y: The Last Man,2021,TV-MA,51,['US'],1.0,6.0,13893.0,60.032,"['action', 'scifi']",6.83
The Great North,2021,TV-14,21,['US'],3.0,6.5,3419.0,48.931,"['animation', 'comedy']",6.585
The Chase,2021,TV-PG,42,['US'],3.0,6.3,492.0,6.555,"['family', 'reality']",7.25
Who Do You Believe?,2022,,42,['US'],1.0,,,14.76,['crime'],7.3
Fantasy Island,2021,TV-14,46,['US'],2.0,6.0,3481.0,12.102,"['drama', 'scifi']",6.425
Mushoku Tensei: Jobless Reincarnation,2021,TV-MA,23,['JP'],1.0,,,74.223,"['action', 'scifi']",8.83
Marvel's Hit-Monkey,2021,TV-MA,24,['US'],1.0,7.8,5991.0,48.965,"['action', 'scifi']",8.0
American Auto,2021,TV-14,21,['US'],1.0,5.9,1785.0,2.649,['comedy'],6.42
American Horror Stories,2021,TV-MA,45,['US'],1.0,,,83.415,['scifi'],8.110000000000001
American Song Contest,2022,TV-PG,76,['US'],1.0,4.1,185.0,12.569,"['music', 'reality']",4.8
Horimiya,2021,TV-14,23,['JP'],1.0,,,74.281,['animation'],8.83
Dark Side of the '90s,2021,TV-14,42,['US'],1.0,7.3,406.0,1.518,"['documentation', 'history']",8.2
Dragons: The Nine Realms,2021,TV-G,24,['US'],2.0,5.3,375.0,51.765,"['action', 'family']",6.615
Marvel's M.O.D.O.K.,2021,TV-MA,24,['US'],1.0,6.3,4854.0,29.336,"['animation', 'comedy']",6.89
The Croods: Family Tree,2021,,24,['US'],2.0,6.8,1965.0,54.725,"['animation', 'family']",7.05
The Curse of Von Dutch: A Brand to Die For,2021,,56,['US'],1.0,,,0.698,['documentation'],9.1
Next Level Chef,2022,TV-14,47,['US'],1.0,6.5,522.0,15.488,['reality'],8.25
City of Angels | City of Death,2021,,44,['US'],1.0,8.0,339.0,3.559,"['crime', 'documentation']",7.515000000000001
Promised Land,2022,TV-14,44,['US'],1.0,6.5,780.0,9.822,['drama'],6.81
Sonny Boy,2021,TV-14,24,['JP'],1.0,7.6,890.0,14.976,"['animation', 'scifi']",7.359999999999999
The Premise,2021,TV-MA,31,['US'],1.0,6.4,1607.0,11.075,"['comedy', 'drama']",7.66
Grand Crew,2021,TV-14,21,['US'],1.0,6.5,1408.0,5.246,['comedy'],6.359999999999999
"McCartney 3,2,1",2021,TV-14,29,['US'],1.0,8.7,2676.0,5.676,"['documentation', 'music']",8.989999999999998
9/11: One Day in America,2021,TV-MA,49,['US'],1.0,9.3,2823.0,2.758,['documentation'],9.245
The Case Study of Vanitas,2021,TV-14,23,['JP'],2.0,7.6,1445.0,56.87,"['action', 'animation']",8.08
Superstar,2021,,41,['US'],1.0,7.3,43.0,0.689,['documentation'],7.3
Rules of the Game,2022,,57,['GB'],1.0,6.1,1540.0,3.734,['thriller'],7.239999999999999
How a Realist Hero Rebuilt the Kingdom,2021,TV-14,23,['JP'],1.0,7.1,1084.0,37.993,"['action', 'scifi']",7.649999999999999
Sasquatch,2021,TV-MA,45,['US'],1.0,6.3,1362.0,3.836,"['crime', 'history']",7.16
Kenan,2021,TV-PG,21,['US'],2.0,5.7,1864.0,5.637,['comedy'],6.545
Ordinary Joe,2021,TV-14,43,['US'],1.0,6.8,2511.0,6.095,"['drama', 'music']",7.05
Wild Crime,2021,,40,['US'],1.0,7.5,489.0,3.36,"['crime', 'documentation']",6.635
Judge Steve Harvey,2022,,44,['US'],1.0,5.0,247.0,3.712,"['comedy', 'reality']",5.0
WWE NXT: Level Up,2022,,40,['US'],1.0,6.9,8.0,17.522,"['drama', 'sport']",6.9
Alternative Therapy,2021,,38,['AR'],1.0,,,11.433,"['comedy', 'drama']",10.0
That's My Jam,2021,TV-PG,43,['US'],2.0,7.1,409.0,5.735,['reality'],6.615
Rock Solid Builds,2021,,44,['CA'],2.0,9.5,50.0,0.741,['reality'],9.5
Bloods,2021,,24,['GB'],2.0,6.4,1257.0,30.391,['comedy'],6.58
Joe Millionaire: For Richer or Poorer,2022,,47,['US'],1.0,6.4,158.0,13.261,"['reality', 'romance']",6.4
The Next Thing You Eat,2021,TV-MA,33,['US'],1.0,6.9,157.0,0.65,['documentation'],6.9
Married at First Sight: Unmatchables,2021,TV-14,42,['US'],1.0,5.3,38.0,1.014,['reality'],5.3
Pride,2021,TV-MA,46,['US'],1.0,,,1.4,['drama'],8.83
Crime Scene Kitchen,2021,,43,['US'],1.0,7.3,328.0,1.4,['reality'],8.65
Women of the Movement,2022,TV-MA,49,['US'],1.0,7.1,1297.0,4.872,"['drama', 'history']",8.55
The Big Leap,2021,TV-14,44,['US'],1.0,7.5,2369.0,4.417,"['comedy', 'drama']",7.58
The Unusual Suspects,2021,,51,['AU'],1.0,6.8,686.0,3.388,"['comedy', 'drama']",7.859999999999999
America's Got Talent: Extreme,2022,,84,['US'],1.0,5.3,97.0,48.926,['reality'],7.65
Insânia,2021,,35,['BR'],1.0,4.6,239.0,7.301,"['drama', 'horror']",6.039999999999999
Celebrity Wheel of Fortune,2021,TV-PG,38,['XX'],2.0,7.2,179.0,1.4,['family'],6.9350000000000005
Poorly Drawn Lines,2021,,11,['US'],1.0,7.9,186.0,2.911,"['animation', 'comedy']",6.835
Our Kind of People,2021,TV-14,45,['US'],1.0,5.7,1503.0,9.814,"['drama', 'thriller']",7.49
Dark Side of Football,2021,TV-14,44,['US'],1.0,5.9,80.0,0.84,"['documentation', 'drama']",5.9
Creamerie,2021,TV-14,25,['NZ'],1.0,6.7,721.0,1.4,"['comedy', 'scifi']",7.765000000000001
Farmhouse Facelift,2021,TV-PG,43,['CA'],1.0,7.3,60.0,1.96,['reality'],7.3
The World Ends With You: The Animation,2021,TV-14,23,['JP'],1.0,,,11.747,['action'],8.02
No fue mi culpa: México,2021,,41,['MX'],1.0,7.9,77.0,8.223,"['crime', 'drama']",7.96
Hip Hop Uncovered,2021,TV-MA,57,['US'],1.0,,,1.4,['documentation'],10.0
Exposure,2021,TV-14,55,['US'],1.0,7.1,18.0,0.902,['reality'],7.1
Mike Tyson: The Knockout,2021,TV-PG,85,['US'],1.0,7.9,256.0,0.6,"['documentation', 'sport']",8.275
The Real Dirty Dancing,2022,TV-14,44,['US'],1.0,5.5,131.0,6.193,['reality'],5.5
The Choe Show,2021,TV-MA,25,['US'],1.0,8.4,420.0,3.479,['documentation'],7.175000000000001
Greta Thunberg: A Year to Change the World,2021,TV-PG,58,['GB'],1.0,4.8,556.0,1.384,['documentation'],5.015000000000001
Let the World See,2022,,33,['US'],1.0,8.7,119.0,1.166,['documentation'],8.7
Baker's Dozen,2021,,48,['US'],1.0,7.3,74.0,0.689,['reality'],7.3
The D'Amelio Show,2021,TV-14,30,['US'],1.0,2.7,1340.0,14.611,"['documentation', 'reality']",6.08
Alter Ego,2021,TV-PG,43,['US'],1.0,4.2,275.0,1.4,"['music', 'reality']",5.975
Everyone Is Doing Great,2021,,33,['US'],1.0,7.7,1673.0,1.4,['comedy'],7.949999999999999
Peckham's Finest,2021,,33,['GB'],1.0,5.4,12.0,0.726,['reality'],5.4
Swan Boy,2021,,4,['US'],1.0,8.4,7.0,0.74,"['animation', 'comedy']",8.4
A3,2021,,77,['BR'],1.0,8.6,7.0,0.6,"['comedy', 'drama']",9.3
Ronningmaen: Ttwineun Nom Wie Noneun Nom,2021,,40,['KR'],1.0,7.4,14.0,6.329,"['comedy', 'reality']",7.4
Capital One College Bowl,2021,,43,['US'],1.0,6.9,35.0,7.108,['sport'],6.9
Nine Films About Technology,2021,TV-MA,11,['US'],1.0,7.3,182.0,1.683,"['comedy', 'drama']",7.3
Candified: Home For The Holidays,2021,,42,['US'],2.0,4.7,22.0,0.6,['reality'],4.7
Monty Python's Flying Circus,1969,TV-14,30,['GB'],4.0,8.8,73424.0,17.617,"['comedy', 'european']",8.637699999999999
Seinfeld,1989,TV-PG,24,['US'],9.0,8.9,308824.0,130.213,['comedy'],8.68545
Knight Rider,1982,TV-PG,51,['US'],4.0,6.9,34115.0,50.267,"['action', 'scifi']",7.325
Thomas & Friends,1984,TV-Y,10,['GB'],24.0,6.5,5104.0,42.196,"['animation', 'family']",6.675
Wheel of Fortune,1983,TV-G,26,['US'],39.0,6.7,3145.0,5.935,['family'],6.91
Major Dad,1989,TV-PG,24,['US'],4.0,6.5,2922.0,9.849,"['comedy', 'family']",6.675
Danger Mouse,1981,TV-Y,14,['GB'],10.0,7.4,3545.0,8.55,"['animation', 'comedy']",7.575
Fireman Sam,1987,TV-Y,10,['GB'],13.0,6.1,1785.0,37.647,"['animation', 'comedy']",6.789999999999999
High Risk,1988,TV-PG,50,['US'],1.0,3.8,6.0,1.4,['comedy'],3.8
Stargate SG-1,1997,TV-PG,44,"['CA', 'US']",10.0,8.4,90196.0,88.851,"['drama', 'scifi']",8.435
Neon Genesis Evangelion,1995,TV-14,24,['JP'],1.0,8.5,66629.0,49.27,"['drama', 'scifi']",8.63665
Gilmore Girls,2000,TV-14,46,['US'],8.0,8.2,121462.0,58.578,"['comedy', 'drama']",8.12215
Power Rangers,1993,TV-Y7,22,['US'],29.0,6.5,22110.0,19.699,"['action', 'scifi']",6.81
The Magic School Bus,1994,TV-Y,26,"['CA', 'US']",4.0,7.8,9829.0,16.83,"['animation', 'scifi']",7.91
Goosebumps,1995,TV-PG,22,"['CA', 'US']",4.0,7.6,13493.0,63.687,"['scifi', 'thriller']",7.855
All That,1994,TV-G,22,['US'],11.0,7.5,7718.0,6.688,"['comedy', 'family']",8.030000000000001
Barney & Friends,1992,TV-G,28,['US'],14.0,3.8,9624.0,14.641,"['comedy', 'family']",4.605
Kenan & Kel,1996,TV-Y7,25,['US'],4.0,7.8,15620.0,33.544,"['comedy', 'family']",8.135
My First Errand,1991,TV-G,18,['JP'],12.0,,,7.73,"['documentation', 'family']",8.02
Cardcaptor Sakura,1998,TV-Y7,25,['JP'],4.0,8.0,5008.0,35.757,"['animation', 'scifi']",8.415
Adventures of Sonic the Hedgehog,1993,TV-Y7,22,['US'],4.0,6.2,3902.0,13.313,"['animation', 'scifi']",6.4350000000000005
Girlfriends,2000,TV-PG,21,['US'],8.0,7.2,4528.0,12.163,"['comedy', 'drama']",7.564999999999999
The Parkers,1999,TV-PG,19,['US'],5.0,6.8,2377.0,5.745,['comedy'],7.545
Heartbreak High,1994,TV-MA,45,['AU'],7.0,7.8,3139.0,7.222,"['drama', 'romance']",7.685
Oggy and the Cockroaches,1999,TV-Y7,9,['FR'],7.0,7.4,4281.0,40.189,"['animation', 'comedy']",7.575
Okupas,2000,TV-MA,40,['AR'],1.0,9.0,2399.0,8.565,"['crime', 'drama']",8.96
H,1998,TV-MA,25,['FR'],4.0,7.4,1727.0,7.905,['comedy'],7.619999999999999
Escalona,1991,TV-MA,44,['CO'],1.0,,,7.352,['drama'],7.839999999999999
Breaking Bad,2008,TV-MA,48,['US'],5.0,9.5,1775990.0,353.848,"['crime', 'drama']",9.2055
Top Gear,2002,TV-PG,58,['GB'],32.0,8.7,117240.0,45.549,"['comedy', 'reality']",8.18
The Walking Dead,2010,TV-MA,46,['US'],11.0,8.2,956604.0,597.277,"['action', 'drama']",8.245
Supernatural,2005,TV-14,45,['US'],15.0,8.4,434081.0,388.093,"['horror', 'scifi']",8.4251
The Great British Baking Show,2010,TV-PG,57,['GB'],12.0,8.6,9856.0,5.581,"['european', 'reality']",8.265
Borgen,2010,TV-MA,58,['DK'],4.0,8.5,25485.0,51.118,"['drama', 'european']",8.395
The Staircase,2004,TV-MA,49,['FR'],2.0,7.8,21531.0,10.922,"['crime', 'documentation']",7.865
NCIS,2003,TV-14,43,['US'],20.0,7.8,143846.0,251.622,"['action', 'crime']",7.819999999999999
Avatar: The Last Airbender,2005,TV-Y7,24,['US'],3.0,9.3,303666.0,56.915,"['animation', 'scifi']",9.065
The IT Crowd,2006,TV-14,25,['GB'],5.0,8.5,149586.0,31.031,"['comedy', 'european']",8.3986
The Spectacular Spider-Man,2008,TV-Y7,22,['US'],2.0,8.3,14996.0,41.509,"['action', 'animation']",8.567250000000001
Zoey 101,2005,TV-G,25,['US'],4.0,6.1,15808.0,53.044,"['comedy', 'drama']",7.239999999999999
The Vampire Diaries,2009,TV-14,42,['US'],8.0,7.7,314422.0,479.354,"['drama', 'scifi']",8.1066
Chappelle's Show,2003,TV-14,21,['US'],3.0,8.8,63107.0,14.116,"['comedy', 'music']",8.545
Victorious,2010,TV-G,25,['US'],4.0,6.9,24838.0,71.494,"['comedy', 'family']",7.649450000000001
Trailer Park Boys,2001,TV-MA,25,['CA'],12.0,8.6,42733.0,22.603,"['comedy', 'crime']",8.399999999999999
The Fairly OddParents,2001,TV-Y7,23,"['CA', 'US']",10.0,7.2,38046.0,67.192,"['comedy', 'scifi']",7.564999999999999
Ned's Declassified School Survival Guide,2004,TV-G,25,['US'],3.0,7.4,17864.0,33.115,"['comedy', 'family']",8.07
iCarly,2007,TV-G,26,['US'],6.0,6.7,38877.0,100.996,"['comedy', 'family']",7.449999999999999
Transformers: Prime,2010,TV-Y7,22,['US'],4.0,7.9,6636.0,28.925,"['action', 'animation']",8.05
The Mole,2001,TV-14,47,"['BE', 'US']",5.0,7.6,1155.0,2.189,['reality'],7.81
Dead Set,2008,TV-MA,141,['GB'],1.0,7.6,19812.0,9.68,"['reality', 'scifi']",7.585
Winx Club,2004,TV-G,23,['IT'],8.0,6.2,6700.0,25.633,"['action', 'animation']",7.299899999999999
Octonauts,2010,TV-Y,15,['GB'],7.0,7.6,1083.0,40.327,"['action', 'animation']",7.630000000000001
H2O: Just Add Water,2006,TV-PG,25,['AU'],3.0,7.2,15179.0,30.832,"['drama', 'scifi']",7.609999999999999
Still Game,2002,TV-14,29,['GB'],9.0,8.9,7689.0,5.128,"['comedy', 'european']",8.685
The 4400,2004,TV-14,44,['US'],4.0,7.3,45249.0,37.169,"['drama', 'scifi']",7.39
Strawberry Shortcake,2003,TV-Y,23,['US'],4.0,7.0,13.0,31.584,"['animation', 'family']",7.105
Shaun the Sheep,2007,TV-G,7,['GB'],6.0,8.1,28.0,31.375,"['animation', 'comedy']",8.105
Toradora!,2008,TV-14,30,['JP'],2.0,8.0,14828.0,24.352,"['animation', 'comedy']",8.325
Big Time Rush,2009,TV-G,25,['US'],4.0,6.3,12288.0,55.706,"['comedy', 'family']",7.5983
Midnight Diner,2009,TV-MA,27,['JP'],5.0,8.6,2256.0,7.356,"['comedy', 'drama']",8.355
Pocoyo,2005,TV-G,11,"['ES', 'GB']",4.0,3.9,93.0,27.339,"['animation', 'family']",5.645
Total Drama Island,2007,TV-PG,23,['CA'],6.0,7.3,10886.0,16.655,"['reality', 'war']",7.435
Kath & Kim,2002,,24,['AU'],4.0,8.3,4261.0,3.926,['comedy'],7.62
Masha and the Bear,2009,TV-Y,7,['RU'],5.0,7.5,3169.0,38.171,"['action', 'family']",7.355
Wakfu,2008,TV-Y7,22,['FR'],3.0,8.1,1497.0,19.736,"['action', 'scifi']",8.555
The Garfield Show,2009,TV-G,17,['US'],5.0,5.4,2578.0,25.677,"['animation', 'comedy']",5.540000000000001
Ben & Holly's Little Kingdom,2009,TV-G,14,['GB'],3.0,7.4,1261.0,11.735,"['animation', 'comedy']",7.17
Code Lyoko,2003,TV-G,24,['FR'],5.0,7.3,5165.0,9.597,"['action', 'animation']",7.615
DreamWorks Shrek's Swamp Stories,2010,TV-PG,24,['US'],1.0,6.5,346.0,5.014,"['comedy', 'family']",7.71
Monty Python: Almost the Truth (The Lawyer's Cut),2009,TV-MA,55,['US'],1.0,8.1,1768.0,2.422,"['comedy', 'documentation']",8.105
The Legend of Bruce Lee,2008,,45,['CN'],1.0,7.0,1422.0,21.479,"['action', 'drama']",6.7
Den-noh Coil,2007,TV-Y7,25,['JP'],1.0,7.8,881.0,13.045,"['animation', 'scifi']",7.955
Zig and Sharko,2010,,9,['FR'],3.0,6.8,671.0,19.476,"['comedy', 'romance']",6.51
Johnny Test,2005,TV-Y7,18,"['CA', 'US']",6.0,5.1,8322.0,22.516,"['animation', 'comedy']",5.57
Bo on the Go!,2007,,22,['CA'],4.0,4.2,123.0,1.52,['animation'],5.300000000000001
Half & Half,2002,TV-14,21,['US'],4.0,7.0,1860.0,8.06,['comedy'],7.645
Dinosaur King,2007,,20,['JP'],2.0,5.6,737.0,28.909,"['action', 'animation']",6.989999999999999
El Escamoso,2001,TV-14,48,['CO'],1.0,7.5,325.0,32.626,"['comedy', 'drama']",7.76
Horrid Henry,2006,,13,['GB'],5.0,6.3,944.0,2.36,"['animation', 'comedy']",7.25
The Mafia Dolls,2009,TV-14,43,['CO'],2.0,6.6,293.0,27.667,"['action', 'drama']",7.130000000000001
Vientos de agua,2006,TV-MA,73,"['AR', 'ES']",1.0,8.8,1051.0,1.41,['drama'],8.86
Timmy Time,2009,TV-Y,14,['GB'],3.0,6.9,1111.0,14.959,"['animation', 'comedy']",6.74
Iris,2009,TV-14,61,['KR'],2.0,7.8,1951.0,9.239,"['action', 'drama']",7.819999999999999
One on One,2001,TV-14,20,['US'],5.0,7.0,2323.0,6.204,['comedy'],7.555000000000001
Trotro,2004,TV-G,3,['FR'],2.0,6.3,122.0,1.841,"['animation', 'family']",6.89
DreamWorks Spooky Stories,2009,TV-PG,26,['US'],1.0,6.2,19.0,0.88,['animation'],6.2
Oscar's Oasis,2010,TV-Y,9,['FR'],1.0,7.4,586.0,4.963,"['animation', 'comedy']",7.530000000000001
Edge of the Universe,2002,TV-G,49,['GB'],1.0,7.2,208.0,1.139,['documentation'],7.2
Dreamworks Happy Holidays from Madagascar,2005,TV-PG,31,['US'],1.0,6.5,97.0,3.42,"['animation', 'comedy']",6.5
Cocaine,2005,TV-14,49,['US'],1.0,7.1,61.0,0.6,"['documentation', 'european']",7.199999999999999
The Cartel,2008,TV-MA,44,['CO'],2.0,8.0,774.0,189.665,"['action', 'drama']",7.875
Nuevo Rico Nuevo Pobre,2007,TV-MA,44,['CO'],1.0,7.1,211.0,13.94,['comedy'],7.56
Monty Python's Personal Best,2006,TV-PG,56,"['GB', 'US']",1.0,7.9,441.0,0.6,"['animation', 'comedy']",8.05
Chhota Bheem,2008,,22,['IN'],12.0,4.1,885.0,1.504,"['action', 'animation']",5.295
Fated to Love You,2008,TV-G,67,['TW'],1.0,7.4,476.0,4.692,"['comedy', 'family']",7.439999999999999
A Lion in the House,2006,TV-14,190,['US'],1.0,,,1.487,['documentation'],7.75
Pecados capitales,2002,TV-MA,0,['CO'],1.0,8.5,195.0,1.791,"['comedy', 'romance']",8.5
Einsatzgruppen: The Nazi Death Squads,2009,TV-14,44,['FR'],1.0,7.6,622.0,1.649,"['documentation', 'history']",7.585
The Ultimatum,2009,TV-14,44,['SG'],1.0,5.4,6.0,1.529,"['drama', 'family']",5.4
The Qin Empire,2009,TV-MA,46,['CN'],3.0,,,22.627,['war'],8.739999999999998
At Dolphin Bay,2003,TV-14,59,['TW'],1.0,6.9,40.0,4.171,"['comedy', 'drama']",6.9
The Fierce Wife,2010,TV-MA,59,['TW'],1.0,6.8,95.0,3.995,['drama'],6.06
The Hospital,2006,TV-14,48,['TW'],1.0,7.4,46.0,5.066,['drama'],5.19
Autumn's Concerto,2009,TV-14,58,['TW'],1.0,7.8,495.0,7.776,"['drama', 'family']",7.819999999999999
Breakout,2010,TV-14,44,['SG'],1.0,6.7,7.0,1.546,"['action', 'drama']",6.7
Pink Zone,2007,,0,['MX'],1.0,5.8,52.0,0.682,"['drama', 'romance']",7.9
The Little Nyonya,2008,TV-14,44,['SG'],1.0,,,4.06,['drama'],9.1
Black & White,2009,TV-14,37,['TW'],3.0,7.6,312.0,3.208,"['action', 'comedy']",8.305
The Prince Who Turns into a Frog,2005,TV-14,44,['TW'],1.0,6.7,136.0,1.613,"['comedy', 'drama']",6.46
Unriddle,2010,TV-14,44,['SG'],2.0,8.0,25.0,0.6,"['action', 'thriller']",8.0
Mighty Raju,2010,,20,['IN'],4.0,4.3,61.0,1.225,"['action', 'animation']",4.3
Shameless,2011,TV-MA,54,['US'],11.0,8.6,234232.0,252.934,"['comedy', 'drama']",8.450399999999998
Teenage Mutant Ninja Turtles,2012,TV-Y7,24,['US'],5.0,7.8,10809.0,48.881,"['animation', 'scifi']",8.135
New Girl,2011,TV-14,21,['US'],7.0,7.7,219079.0,72.923,"['comedy', 'romance']",7.635
Call the Midwife,2012,TV-PG,55,['GB'],11.0,8.5,26146.0,25.211,"['drama', 'family']",8.08
Black Mirror,2011,TV-MA,59,['GB'],5.0,8.8,526383.0,90.552,"['drama', 'scifi']",8.635000000000002
Longmire,2012,TV-14,53,['US'],6.0,8.3,35021.0,36.854,"['drama', 'western']",8.16
Ink Master,2012,TV-14,42,['US'],13.0,7.4,3998.0,13.078,['reality'],7.755000000000001
Last Tango in Halifax,2012,TV-14,58,['GB'],5.0,8.3,7017.0,3.392,"['comedy', 'drama']",7.935
Arrow,2012,TV-14,42,['US'],8.0,7.5,427871.0,122.099,"['action', 'crime']",7.265000000000001
Ninjago: Masters of Spinjitzu,2012,TV-Y7,17,"['DK', 'US']",16.0,7.3,4798.0,67.932,"['animation', 'comedy']",7.66
The Legend of Korra,2012,TV-Y7,23,['US'],4.0,8.4,119272.0,56.153,"['animation', 'drama']",8.43815
The Borgias,2011,TV-MA,51,"['CA', 'HU', 'US']",3.0,7.9,51041.0,18.887,"['crime', 'drama']",7.869999999999999
Comedians in Cars Getting Coffee,2012,TV-14,19,['US'],11.0,8.0,12522.0,13.067,"['animation', 'comedy']",7.695
Top Boy,2011,TV-MA,48,['GB'],2.0,8.4,24165.0,14.536,"['crime', 'drama']",8.030000000000001
Transformers: Rescue Bots,2012,TV-Y7,22,['US'],4.0,6.4,925.0,9.697,"['action', 'scifi']",7.39
Lilyhammer,2012,TV-MA,45,['NO'],3.0,7.9,29366.0,15.363,"['comedy', 'crime']",7.780000000000001
Teen Mom 2,2011,TV-14,41,['US'],11.0,4.5,28.0,11.811,"['reality', 'romance']",5.72
MeatEater,2012,TV-14,22,['US'],10.0,7.5,1486.0,7.81,['documentation'],8.3
X-Men,2011,TV-14,24,['JP'],1.0,,,13.843,"['action', 'scifi']",7.57
Cuckoo,2012,TV-14,27,['GB'],5.0,5.9,20.0,13.25,"['comedy', 'drama']",6.555
Rita,2012,TV-MA,40,['DK'],5.0,8.1,8718.0,11.299,"['comedy', 'drama']",8.015
Larva,2011,TV-G,2,['KR'],5.0,7.1,615.0,9.644,"['comedy', 'family']",7.380000000000001
My Babysitter's a Vampire,2011,TV-PG,22,"['CA', 'US']",2.0,6.9,4454.0,25.428,"['action', 'scifi']",7.685
Pablo Escobar: The Drug Lord,2012,TV-14,44,['CO'],1.0,8.4,5019.0,337.869,"['crime', 'drama']",8.12
Magi,2012,TV-14,24,['JP'],3.0,7.8,4006.0,28.161,"['action', 'scifi']",8.27
Barbie: Life in the Dreamhouse,2012,TV-Y,6,['US'],7.0,7.4,1887.0,30.905,"['animation', 'family']",7.530000000000001
Kuroko's Basketball,2012,TV-14,24,['JP'],3.0,8.3,8420.0,61.164,"['animation', 'comedy']",8.565000000000001
Wolverine,2011,TV-14,24,['JP'],1.0,6.2,1519.0,8.022,"['animation', 'scifi']",6.525
La Reina del Sur,2011,TV-MA,41,['MX'],2.0,8.0,2445.0,108.286,"['crime', 'drama']",7.96185
Inborn Pair,2011,TV-14,43,['TW'],1.0,7.1,108.0,4.989,['drama'],4.5
Smile PreCure!,2012,TV-Y7,23,['JP'],2.0,6.2,391.0,10.849,"['action', 'comedy']",7.02
EastSiders,2012,TV-MA,23,['US'],4.0,6.8,2783.0,5.685,"['comedy', 'drama']",7.005
Robocar Poli,2011,TV-Y,14,['KR'],4.0,6.0,126.0,11.341,"['animation', 'comedy']",6.965
LEGO Friends,2012,TV-Y,16,['US'],5.0,7.6,20.0,3.483,"['animation', 'european']",6.55
Outback Truckers,2012,TV-14,44,['AU'],9.0,7.4,264.0,6.693,"['documentation', 'reality']",7.845
LEGO City,2011,TV-G,4,['GB'],3.0,5.0,37.0,1.403,"['animation', 'european']",5.609999999999999
Inside West Coast Customs,2011,TV-PG,43,['US'],8.0,7.3,44.0,4.71,['reality'],8.245
El Reemplazante,2012,TV-MA,45,['CL'],2.0,8.5,777.0,4.391,['drama'],8.35
Justin Time,2011,TV-Y,15,['CA'],3.0,6.0,16.0,3.657,"['action', 'animation']",7.1
Meet the Adebanjos,2012,TV-PG,25,['GB'],3.0,7.6,81.0,0.884,['comedy'],7.6
The Ultimate Braai Master,2012,TV-PG,45,['ZA'],5.0,8.1,36.0,0.6,['reality'],8.1
Office Girls,2011,TV-14,46,['TW'],1.0,6.8,153.0,9.047,"['comedy', 'drama']",7.1850000000000005
The Glamorous Imperial Concubine,2011,TV-PG,47,['CN'],1.0,6.8,156.0,3.417,"['drama', 'history']",7.05
Drunken to Love You,2011,TV-14,46,['TW'],1.0,6.5,114.0,3.195,"['comedy', 'drama']",7.35
Masha's tales,2012,TV-Y,5,['RU'],2.0,6.4,92.0,5.32,"['animation', 'family']",7.075
The Oath,2011,TV-14,44,['SG'],1.0,7.9,9.0,0.843,['drama'],7.9
Takki,2012,,16,['SA'],3.0,6.6,269.0,1.29,['drama'],7.535
Yours Fatefully,2012,TV-14,44,['SG'],1.0,6.7,15.0,1.796,"['comedy', 'drama']",6.550000000000001
"Love, Now",2012,TV-Y,45,['TW'],1.0,7.5,124.0,1.774,['drama'],7.175
Peaky Blinders,2013,TV-MA,58,['GB'],6.0,8.8,511668.0,1038.077,"['crime', 'drama']",8.751100000000001
Outlander,2014,TV-MA,60,['US'],6.0,8.4,156114.0,101.42,"['romance', 'scifi']",8.39
The Originals,2013,TV-14,43,['US'],5.0,8.3,133406.0,114.436,"['drama', 'scifi']",8.52
The Blacklist,2013,TV-14,43,['US'],9.0,8.0,242640.0,227.557,"['drama', 'thriller']",7.92
The Flash,2014,TV-14,42,['US'],8.0,7.6,341393.0,537.156,"['drama', 'scifi']",7.81
Reign,2013,TV-14,42,['US'],4.0,7.5,47751.0,50.864,"['drama', 'fantasy']",7.85
The 100,2014,TV-14,42,['US'],7.0,7.6,245631.0,217.82,"['drama', 'scifi']",7.855
