title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,normalized_tmdb_score,top_genres,genres_count,production_countries_count,average_score,score_difference,genres_uniqueness,production_countries_uniqueness,title_uniqueness_norm
Instructions Not Included,MOVIE,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",2013,PG-13,122,"['comedy', 'drama']",['MX'],,7.5,30679,33.144,7.93,"['comedy', 'drama']",2.0,1.0,7.715,-0.4299999999999997,0.676586758987894,0.9821845086248843,0.22097616572960174
Married,SHOW,"Married is a half hour comedy about being miserably in love. Russ and Lina Bowman can barely remember what life was like before kids, debt, and suburbia rained on their romance -- but every once in a while, in between the arguments about their declining sex life and who's driving carpool, they are reminded what drew them together in the first place -- they're best friends. The show also features Russ and Lina's friend AJ, who is recently divorced and pretending he's over his wife, and their other friend Jess, who is married to a much older man who can't keep up with her.",2014,TV-MA,23,"['comedy', 'drama', 'romance']",['US'],2,7.0,3528,5.669,7.03,"['comedy', 'drama']",3.0,1.0,7.015000000000001,-0.03000000000000025,0.6961172323212071,0.5545224005796812,0.7460319362592839
Borgman,MOVIE,"An enigmatic vagrant cons himself into the home life of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.",2013,,113,"['drama', 'european', 'horror', 'thriller']","['BE', 'DK', 'NL']",,6.7,17639,8.462,6.9399999999999995,"['drama', 'thriller']",4.0,3.0,6.82,-0.23999999999999932,0.8184615200370857,0.9904431583340356,0.8229586829468981
Little Women: LA,SHOW,"The adventures of a unique group of smart, sexy and funny girlfriends with big hearts and big personalities – who all happen to be little people. Viewers walk in their shoes as they deal with relationships, parenting, careers and the ups and downs of friendships. They laugh, cry, compete and fight with one another, but despite it all they share a special unbreakable bond.",2014,TV-14,41,['reality'],['US'],8,5.6,722,1.453,,['reality'],1.0,1.0,5.6,,0.9555180933659505,0.5545224005796812,0.675970265778917
Twisted,SHOW,"A one-hour mystery full of twists and turns that follows Danny Desai, a charismatic 16-year-old with a troubled past who returns to his hometown after spending five years in juvenile detention. Immediately branded an outcast, Danny attempts to reconnect with his two childhood best friends, Jo and Lacey. But when a fellow student is found dead in her home, Danny instantly becomes the prime suspect and town spirals into a frenzy of suspicion and mystery. Jo and Lacey must decide if their childhood friend is unforgivable, or if he's really a victim being persecuted for his own twisted secrets.",2013,TV-14,43,"['drama', 'thriller']",['US'],1,7.2,9812,11.864,8.02,"['drama', 'thriller']",2.0,1.0,7.609999999999999,-0.8199999999999994,0.7739429126779911,0.5545224005796812,0.7460319356314996
It's a Disaster,MOVIE,Four couples meet for Sunday brunch only to discover they are stuck in a house together as the world may be about to end.,2013,R,86,"['comedy', 'drama']",['US'],,6.4,11098,5.449,6.76,"['comedy', 'drama']",2.0,1.0,6.58,-0.35999999999999943,0.676586758987894,0.5545224005796812,0.45339074539963736
R100,MOVIE,Ruthless dominatrixes pursue a mild-mannered salesman who wants to get out of his unbreakable contract with a secret bondage club.,2013,,100,"['comedy', 'drama']",['JP'],,6.0,2543,6.298,6.3100000000000005,"['comedy', 'drama']",2.0,1.0,6.155,-0.3100000000000005,0.676586758987894,0.9276483709208561,0.7460319339268883
Gargantia on the Verdurous Planet,SHOW,"While fighting an intense inter-galactic war, a mecha pilot is accidentally warped into a space-time neither he nor his computer recognize. After waking up from a long-time hibernation, he finds himself trapped on a planet, with human residents talking in an unknown form of language, using inferior technologies, and - most shocking to him - naturally breathable air.",2013,TV-14,23,"['animation', 'drama', 'romance', 'scifi']",['JP'],2,7.3,1635,15.993,7.660000000000001,"['animation', 'scifi']",4.0,1.0,7.48,-0.3600000000000012,0.7876093543790574,0.9276483709208561,0.16108500671569131
Diabolik Lovers,SHOW,"Based on a visual novel of the same name by Rejet and Otomate, for the female market.

Komori Yui is a positive-thinking girl who nevertheless is troubled by seeing spirits and experiencing poltergeist phenomena. In her second year in high school, she transfers to a new school — a night school for entertainers and celebrities — due to her father's work. There are rumours that vampires exist among the student body, and Yui ends up living with the six sadistic Sakamaki vampire brothers.",2013,TV-MA,14,"['animation', 'drama', 'horror', 'romance']",['JP'],2,5.2,1359,26.95,4.6899999999999995,"['animation', 'drama']",4.0,1.0,4.945,0.5100000000000007,0.8029559081359204,0.9276483709208561,0.4533907449264557
Enlisted,SHOW,Enlisted is based on Kevin Biegel's relationship with his siblings. The comedy follows three very different brothers working together in the Army at a small base in Florida.,2014,TV-14,22,['comedy'],['US'],1,6.9,5908,10.49,6.9399999999999995,['comedy'],1.0,1.0,6.92,-0.03999999999999915,0.7743576575786824,0.5545224005796812,0.7460319353004208
Chasing Life,SHOW,"April, an aspiring journalist, is balancing her ambitious career with her family and a new office romance. In an unexpected twist of fate, April learns that she has leukemia.",2014,TV-14,43,"['documentation', 'drama', 'family', 'romance']",['US'],2,7.4,52,11.444,7.839999999999999,"['documentation', 'drama']",4.0,1.0,7.619999999999999,-0.4399999999999986,0.7653540239293991,0.5545224005796812,0.6759702663194277
Nazi Megastructures,SHOW,"In a quest for world domination, the Nazis built some of the biggest and deadliest pieces of military hardware and malevolent technology in history. This is the stories of the engineers who designed them and how these structures sparked a technological revolution that changed warfare forever.",2013,TV-14,44,"['documentation', 'drama', 'history', 'war']",['GB'],7,7.1,32,8.406,8.02,"['documentation', 'war']",4.0,1.0,7.56,-0.9199999999999999,0.8646501944096652,0.9307862760908432,0.30164126192188956
Rage of Bahamut,SHOW,"Two thousand years ago, the black-and-silver-winged dragon, Bahamut, terrorized the magical land of Mistarcia. The humans, god, and demons that inhabited the land united forces against the fiend and sealed its power into a key which was split in two, one half protected by gods and the other protected by demons. Now, Mistarcia is a peaceful realm – until a human woman steals the god’s half of the key. Based on the immensely popular digital card game, Rage of Bahamut: Genesis is an exciting blend of action and fantasy.",2014,TV-14,24,"['action', 'animation', 'fantasy', 'scifi']",['JP'],3,7.3,1468,22.135,8.2,"['animation', 'scifi']",4.0,1.0,7.75,-0.8999999999999995,0.8461791995773853,0.9276483709208561,0.5013732887483978
The Keeping Room,MOVIE,"In this radically reimagined American Western set towards the end of the Civil War, Southerner Augusta encounters two renegade, drunken soldiers who are on a mission of pillage and violence. After escaping an attempted assault, Augusta races back to the isolated farmhouse that she shares with her sister Louise and their female slave Mad. When the pair of soldiers track Augusta down intent on exacting revenge, the trio of women are forced to take up arms to fend off their assailants, finding ways to resourcefully defend their home––and themselves––as the escalating attacks become more unpredictable and relentless.",2014,R,95,"['drama', 'western']",['US'],,6.0,7016,10.253,6.22,"['drama', 'western']",2.0,1.0,6.109999999999999,-0.21999999999999975,0.9301358269960928,0.5545224005796812,0.6759702656889146
The Driver,SHOW,"The Driver tells the story of Vince who, following a family mystery, blames himself and his inadequacies and, out of this crisis, he accepts an offer to start driving for a criminal gang.",2014,TV-14,54,"['crime', 'documentation', 'drama']",['GB'],1,6.9,1880,3.653,7.57,"['documentation', 'drama']",3.0,1.0,7.235,-0.6699999999999999,0.7702977165732072,0.9307862760908432,0.8229586830237656
Dolphin Tale 2,MOVIE,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,2014,PG,107,"['drama', 'family']",['US'],,6.3,9112,12.35,7.3,"['drama', 'family']",2.0,1.0,6.8,-1.0,0.83120411366359,0.5545224005796812,0.453390744791043
Obsession: Dark Desires,SHOW,Intimate access to the emotional scars of those who have suffered as victims of extreme obsession.,2014,TV-14,44,"['crime', 'documentation', 'drama']","['GB', 'US']",5,7.3,475,4.073,7.39,"['documentation', 'drama']",3.0,2.0,7.345,-0.08999999999999986,0.7702977165732072,0.7422619687202474,0.3016412637955002
Terra Formars,SHOW,"Twenty years ago, Shokichi Komachi was part of the Bugs 2 mission to Mars that discovered Terra Formars, human-cockroach hybrids that resulted from a terraforming accident. Shokichi was one of only two survivors. Now, the AE virus that came from Mars is raging wildly on earth. Shokichi boards the spacecraft Annex 1 to go back to Mars to find a sample in order to create a vaccine. They will face an unanticipated accident, a multinational conspiracy, and even more advanced Terra Formars.",2014,TV-14,24,"['action', 'animation', 'horror', 'scifi']",['JP'],2,6.4,1130,26.585,7.660000000000001,"['action', 'scifi']",4.0,1.0,7.030000000000001,-1.2600000000000007,0.8553898269722434,0.9276483709208561,0.5013732880832454
Acapulco Shore,SHOW,A reality-based look at the vapid lives of several Mexican 20-somethings and their respective friends and/or hook-ups during their stay in Acapulco for a Summer vacation.,2014,TV-MA,48,"['reality', 'romance']",['MX'],9,2.9,138,116.296,8.110000000000001,"['reality', 'romance']",2.0,1.0,5.505000000000001,-5.210000000000001,0.898640470142253,0.9821845086248843,0.5013732887460156
Sword Art Online: Extra Edition,MOVIE,"Yui wants to see a whale so Kirito suggests a quest where she can meet them. However, it turns out that Leafa cannot swim so Asuna and the other female characters decide to train Suguha in a real-world pool in preparation for the aforementioned quest.  Meanwhile, Kirito is called for an emergency counseling meeting at his new school. There he meets an elite member of the Virtual Division of the Ministry of Internal Affairs. Kirito then tells him details about what really happened in Aincrad and in Alfheim.",2014,,101,"['action', 'animation', 'drama', 'fantasy', 'romance', 'scifi']",['JP'],,6.3,1787,13.544,5.95,"['action', 'scifi']",6.0,1.0,6.125,0.34999999999999964,0.7602634158674381,0.9276483709208561,0.22097616880678628
Wander Over Yonder,SHOW,"The adventures of Wander, an eternally-optimistic intergalactic traveler and constant do-gooder, and his quick-tempered but loyal steed and best friend, Sylvia.  The friendliest face in outer space, Wander journeys across the galaxies to spread good cheer and to help anyone he can — much to his overly pragmatic stallion’s chagrin. Their fun-loving escapades often lead them to clash with the evil villain Lord Hater and his army of Watchdogs, who travel from planet to planet trying to make hate the order of the day. Together, the best friends travel through the cosmos, happening upon one freewheeling adventure after another and making new friends and foes.",2013,TV-Y7,18,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],2,7.2,4199,11.181,7.660000000000001,"['comedy', 'scifi']",5.0,1.0,7.430000000000001,-0.46000000000000085,0.8002539011013452,0.5545224005796812,0.4097922482712318
Grudge Match,MOVIE,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,2013,PG-13,113,"['comedy', 'drama', 'european', 'sport']",['US'],,6.4,60037,15.809,6.4,"['comedy', 'drama']",4.0,1.0,6.4,0.0,0.8217270956698881,0.5545224005796812,0.6121902509382096
Sex Ed,MOVIE,Eddie lands his first teaching gig at an inner city middle school and finds his highly pubescent pupils are receiving no form of sexual education. Eddie isn't really equipped to teach them...he's not exactly experienced romantically.,2014,,90,"['comedy', 'romance']",['US'],,5.6,5337,13.038,5.77,"['comedy', 'romance']",2.0,1.0,5.685,-0.16999999999999993,0.7767652088457677,0.5545224005796812,0.746031935408658
